RoadClass	RoadLengthKm	AADFPedalCycles	AADFTwoWheeledMotorVehicles	AADFCarsAndTaxis	AADFBusesAndCoaches	AADFLGVs	AADFTwoRigidAxleHGVs	AADFThreeRigidAxleHGVs	AADFFourOrMoreRigidAxleHGVs	AADFThreeOrFourArticulatedAxleHGVs	AADFFiveArticulatedAxleHGVs	AADFSixArticulatedAxleHGVs	AADFAllHGVs	AADFAllMotorVehicles	AADF	RoadID	Year	geometry	SRefLatitude	SRefLongitude	LocalAuthority	EstimationMethod	EstimationMethodDetailed
discrete	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	continuous	string	discrete	string	continuous	continuous	discrete	discrete	discrete
																meta	meta	meta	meta	meta	meta	meta	meta
PA	0.9	42.0	215.0	23229.0	893.0	1970.0	303.0	32.0	24.0	8.0	24.0	76.0	467.0	26774.0	26816.0	8575	2006	LINESTRING (380180 410510, 380938 410828)	53.59045856	-2.297575991	Bury	Estimated	Estimated using previous year's AADF on this link
TM	6.8	0.0	489.0	76247.0	667.0	13659.0	3191.0	469.0	470.0	1279.0	4544.0	3117.0	13070.0	104132.0	104132.0	16030	2006	LINESTRING (353800 404200, 354146 410581)	53.57094657	-2.698538746	Wigan	Counted	Manual count
TM	1.5	0.0	180.0	101190.0	953.0	13516.0	2630.0	525.0	387.0	663.0	2960.0	1919.0	9084.0	124923.0	124923.0	16044	2006	LINESTRING (380976 386462, 380390 385140)	53.37140743	-2.291161143	Manchester	Counted	Manual count
TM	3.2	0.0	302.0	49583.0	185.0	7089.0	2505.0	360.0	898.0	492.0	610.0	1963.0	6828.0	63987.0	63987.0	16050	2006	LINESTRING (375105 399054, 378160 398880)	53.48586237	-2.337532283	Salford	Estimated	Estimated using previous year's AADF on this link
TM	2.7	0.0	455.0	119901.0	597.0	25193.0	6034.0	914.0	987.0	2109.0	7027.0	5031.0	22102.0	168248.0	168248.0	16051	2006	LINESTRING (380927 404716, 378440 403580)	53.53658618	-2.303233061	Bury	Counted	Manual count
TM	1.5	0.0	288.0	79680.0	179.0	15255.0	3052.0	553.0	812.0	393.0	964.0	3275.0	9049.0	104451.0	104451.0	16056	2006	LINESTRING (376397 396440, 377577 395723)	53.4624869	-2.348793755	Trafford	Counted	Manual count
TM	1.1	0.0	40.0	9088.0	43.0	1684.0	560.0	40.0	55.0	280.0	614.0	340.0	1889.0	12744.0	12744.0	16067	2006	LINESTRING (388516 408385, 389489 408622)	53.57367442	-2.170606708	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	4.6	134.0	80.0	10443.0	243.0	1396.0	231.0	8.0	12.0	9.0	11.0	11.0	282.0	12444.0	12578.0	16151	2006	LINESTRING (378020 401310, 373910 402960)	53.52295161	-2.378552316	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.8	289.0	158.0	22728.0	919.0	2617.0	490.0	44.0	64.0	31.0	62.0	55.0	746.0	27168.0	27457.0	16153	2006	LINESTRING (388217 392544, 387850 393210)	53.43288994	-2.182082632	Stockport	Counted	Manual count
PA	3.6	165.0	236.0	24218.0	524.0	2081.0	222.0	19.0	14.0	18.0	15.0	11.0	299.0	27358.0	27523.0	16322	2006	LINESTRING (385507 390452, 386572 393934)	53.42460771	-2.211617416	Manchester	Counted	Manual count
PA	0.3	377.0	204.0	12249.0	395.0	1397.0	298.0	22.0	26.0	6.0	6.0	5.0	363.0	14608.0	14985.0	16536	2006	LINESTRING (383640 398263, 383756 398551)	53.48227278	-2.247030152	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	0.6	203.0	243.0	42915.0	683.0	4597.0	515.0	48.0	78.0	22.0	82.0	68.0	813.0	49251.0	49454.0	16537	2006	LINESTRING (379350 393960, 379700 394410)	53.44236683	-2.311127362	Trafford	Estimated	Estimated using previous year's AADF on this link
PA	3.1	34.0	102.0	21400.0	107.0	1990.0	392.0	42.0	35.0	75.0	87.0	59.0	690.0	24289.0	24323.0	16538	2006	LINESTRING (374710 386410, 376800 388230)	53.38673592	-2.362306881	Trafford	Counted	Manual count
PA	8.8	53.0	127.0	22572.0	356.0	4061.0	1046.0	286.0	231.0	155.0	219.0	138.0	2075.0	29191.0	29244.0	16543	2006	LINESTRING (375273 397811, 370120 391340)	53.47327376	-2.378109783	Salford	Counted	Manual count
PA	0.5	115.0	93.0	12111.0	687.0	1748.0	504.0	48.0	102.0	45.0	87.0	72.0	858.0	15497.0	15612.0	16544	2006	LINESTRING (385309 397073, 385777 396921)	53.46962514	-2.219900989	Manchester	Estimated	Estimated using previous year's AADF on this link
PA	2.3	44.0	15.0	13558.0	118.0	1826.0	240.0	21.0	34.0	3.0	6.0	7.0	311.0	15828.0	15872.0	16554	2006	LINESTRING (368660 407380, 367771 409296)	53.57318199	-2.484709946	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	0.9	130.0	243.0	20883.0	469.0	2937.0	467.0	43.0	49.0	28.0	56.0	36.0	679.0	25211.0	25341.0	16555	2006	LINESTRING (373660 409410, 372800 409300)	53.58014237	-2.409270855	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	1.4	54.0	75.0	16929.0	421.0	2153.0	472.0	50.0	187.0	32.0	57.0	64.0	862.0	20440.0	20494.0	16556	2006	LINESTRING (380938 410828, 382095 410574)	53.59342948	-2.288290102	Bury	Estimated	Estimated using previous year's AADF on this link
PA	2.7	72.0	106.0	14404.0	289.0	2035.0	336.0	38.0	39.0	39.0	39.0	13.0	504.0	17338.0	17410.0	16557	2006	LINESTRING (386048 410736, 388430 411740)	53.60235596	-2.182811686	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	1.4	140.0	159.0	20267.0	413.0	2797.0	408.0	28.0	81.0	29.0	28.0	11.0	585.0	24221.0	24361.0	16558	2006	LINESTRING (390800 414710, 389940 413780)	53.62242201	-2.147157844	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	2.4	126.0	196.0	22433.0	908.0	3245.0	620.0	125.0	235.0	61.0	146.0	116.0	1303.0	28085.0	28211.0	16589	2006	LINESTRING (386100 399900, 388370 400810)	53.49652144	-2.208282632	Manchester	Counted	Manual count
PA	2.0	196.0	108.0	22577.0	489.0	2234.0	261.0	36.0	23.0	21.0	16.0	9.0	366.0	25774.0	25970.0	17227	2006	LINESTRING (378990 388470, 376980 388300)	53.39180304	-2.332276057	Trafford	Counted	Manual count
PA	0.9	64.0	88.0	13327.0	228.0	2907.0	696.0	66.0	64.0	23.0	36.0	50.0	935.0	17485.0	17549.0	17244	2006	LINESTRING (374095 401761, 373800 402590)	53.51431873	-2.39369134	Salford	Estimated	Estimated using previous year's AADF on this link
PA	2.0	172.0	71.0	15621.0	296.0	2039.0	396.0	45.0	61.0	15.0	48.0	17.0	582.0	18609.0	18781.0	17245	2006	LINESTRING (381170 399430, 382722 400527)	53.49637955	-2.277968453	Salford	Counted	Manual count
PA	3.5	111.0	157.0	16745.0	418.0	2162.0	215.0	26.0	31.0	29.0	51.0	41.0	393.0	19875.0	19986.0	17248	2006	LINESTRING (365080 400170, 364070 403060)	53.49722121	-2.529065654	Wigan	Counted	Manual count
PA	1.5	63.0	46.0	8866.0	272.0	1398.0	259.0	19.0	103.0	5.0	25.0	27.0	438.0	11020.0	11083.0	17249	2006	LINESTRING (367646 403194, 368800 403990)	53.52709149	-2.484183283	Wigan	Estimated	Estimated using previous year's AADF on this link
PA	0.5	29.0	65.0	5575.0	192.0	1241.0	205.0	56.0	148.0	15.0	43.0	82.0	549.0	7622.0	7651.0	17253	2006	LINESTRING (371490 400950, 372030 400890)	53.5041206	-2.426629815	Salford	Estimated	Estimated using previous year's AADF on this link
PA	0.8	61.0	263.0	34765.0	267.0	3870.0	830.0	122.0	144.0	64.0	74.0	116.0	1350.0	40515.0	40576.0	17254	2006	LINESTRING (379513 400682, 378720 400690)	53.50296689	-2.318069125	Salford	Estimated	Estimated using previous year's AADF on this link
PA	1.7	107.0	69.0	10541.0	138.0	1892.0	216.0	36.0	18.0	6.0	20.0	15.0	311.0	12951.0	13058.0	17321	2006	LINESTRING (388217 392544, 389400 391373)	53.42467449	-2.169858209	Stockport	Estimated	Estimated using previous year's AADF on this link
PA	0.7	22.0	140.0	30464.0	126.0	4284.0	792.0	74.0	77.0	107.0	181.0	124.0	1355.0	36369.0	36391.0	17322	2006	LINESTRING (389104 411535, 388634 411908)	53.60174895	-2.167697719	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	2.1	64.0	70.0	10973.0	463.0	1979.0	386.0	38.0	68.0	41.0	69.0	35.0	637.0	14122.0	14186.0	17323	2006	LINESTRING (393530 399320, 393010 401350)	53.49665931	-2.102343592	Tameside	Counted	Manual count
PA	2.6	62.0	58.0	11026.0	42.0	1578.0	377.0	87.0	192.0	61.0	79.0	63.0	859.0	13563.0	13625.0	17324	2006	LINESTRING (392360 386720, 393655 388580)	53.38879889	-2.100550395	Stockport	Counted	Manual count
PA	1.6	102.0	83.0	8906.0	224.0	1387.0	265.0	11.0	28.0	19.0	27.0	32.0	382.0	10982.0	11084.0	17376	2006	LINESTRING (391517 413300, 390100 413010)	53.61482046	-2.137517585	Rochdale	Estimated	Estimated using previous year's AADF on this link
TA	1.0	56.0	168.0	25569.0	178.0	3113.0	1074.0	121.0	127.0	152.0	290.0	139.0	1903.0	30931.0	30987.0	17377	2006	LINESTRING (390431 405508, 390780 406450)	53.55054751	-2.143210133	Oldham	Counted	Manual count
PA	1.3	194.0	182.0	18887.0	173.0	2879.0	566.0	72.0	71.0	64.0	79.0	66.0	918.0	23039.0	23233.0	17378	2006	LINESTRING (390410 411944, 389270 411370)	53.6023804	-2.15258866	Rochdale	Estimated	Estimated using previous year's AADF on this link
PA	1.6	53.0	154.0	15252.0	569.0	1572.0	212.0	18.0	15.0	4.0	18.0	4.0	271.0	17818.0	17871.0	17379	2006	LINESTRING (386390 404150, 386891 405635)	53.54147658	-2.200581322	Rochdale	Counted	Manual count
PA	2.7	58.0	99.0	16473.0	153.0	1897.0	279.0	31.0	38.0	19.0	40.0	30.0	437.0	19059.0	19117.0	17382	2006	LINESTRING (371455 411700, 371304 414156)	53.61276707	-2.433075779	Bolton	Estimated	Estimated using previous year's AADF on this link
PA	3.9	42.0	62.0	12706.0	199.0	1966.0	216.0	35.0	92.0	14.0	13.0	8.0	378.0	15311.0	15353.0	17385	2006	LINESTRING (376700 405790, 380172 405886)	53.54849557	-2.303318257	Bury	Counted	Manual count
PA	0.3	57.0	17.0	6822.0	255.0	660.0	74.0	4.0	3.0	2.0	3.0	8.0	94.0	7848.0	7905.0	17386	2006	LINESTRING (391900 405070, 392230 405046)	53.5420769	-2.122191197	Oldham	Estimated	Estimated using previous year's AADF on this link
PA	5.9	26.0	71.0	10011.0	243.0	1044.0	237.0	36.0	55.0	14.0	19.0	24.0	385.0	11754.0	11780.0	17387	2006	LINESTRING (394244 399263, 397600 403402)	53.49668324	-2.06907545	Tameside	Counted	Manual count
PA	2.4	90.0	146.0	22549.0	410.0	2355.0	285.0	50.0	66.0	22.0	45.0	23.0	491.0	25951.0	26041.0	17392	2006	LINESTRING (365490 409860, 367771 409296)	53.58164821	-2.515015488	Bolton	Counted	Manual count
